厂别,备件类型,设备类型,膜层,制程,寿命规格,站点,机台号-腔室,参数名称
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS01-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS01-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS02-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS09-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS09-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS10-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS10-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS12-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,1K200,3AFS12-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS01-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS01-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS02-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS09-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS09-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS10-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS10-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS12-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,12200.0,3AFS12-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS01-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS01-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS02-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS09-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS09-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS10-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS10-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS12-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,MO（M1/M2/M3）,Mo DEPO,41000KWH,13200.0,3AFS12-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS01-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS01-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS02-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS09-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS09-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS10-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS10-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS12-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,1K200,3AFS12-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS01-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS01-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS02-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS09-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS09-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS10-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS10-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS12-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,12200.0,3AFS12-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS01-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS01-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS02-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS09-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS09-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS10-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS10-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS12-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,MO（M1/M2/M3）,Mo DEPO,21000KWH,13200.0,3AFS12-SPU-PM5,%MASKLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,15200.0,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,18200.0,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD1),M2 DEPO,43000KWH,1T200,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,15200.0,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,18200.0,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD1),M2 DEPO,22000KWH,1T200,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS11-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS11-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,15200.0,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,18200.0,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS03-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS03-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS04-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS04-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS05-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS05-SPU-PM5,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS11-SPU-PM4,%MASKLIFE%_G_MAX
Array,Mask,PVD,AI(SD1),M2 DEPO,41000KWH,1T200,3AFS11-SPU-PM5,%MASKLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,15200.0,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,18200.0,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS03-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS03-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS04-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS04-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS05-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS05-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS11-SPU-PM3,%TRGTLIFE%_G_MAX
Array,Target,PVD,TI（SD2),M3 DEPO,43000KWH,1T200,3AFS11-SPU-PM6,%TRGTLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,15200.0,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,18200.0,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS03-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS03-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS04-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS04-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS05-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS05-SPU-PM6,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS11-SPU-PM3,%MASKLIFE%_G_MAX
Array,Mask,PVD,TI(SD2),M3 DEPO,22000KWH,1T200,3AFS11-SPU-PM6,%MASKLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS03-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS03-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS04-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS04-SPU-PM5,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS05-SPU-PM4,%TRGTLIFE%_G_MAX
Array,Target,PVD,AI(SD2),M3 DEPO,41000KWH,15200.0,3AFS05-SPU-PM5,%TRGTLIFE%_G_MAX
