lot_id,defect_desc,date_key,total_panels,daily_base_rate,defect_panel_count,defect_rate
L3MY6301F,S向单暗线,20260425,5657,0.26023%,15,0.26516%
L3MY6301G,S向单暗线,20260426,5665,0.28030%,16,0.28244%
L3MY6301H,S向单暗线,20260422,5668,0.32314%,18,0.31757%
L3MY6301J,S向单暗线,20260425,5664,0.28337%,16,0.28249%
L3MY6301K,S向单暗线,20260515,5286,0.21339%,11,0.20810%
L3MY6301L,S向单暗线,20260514,5641,0.22704%,13,0.23046%
L3MY6301M,S向单暗线,20260513,5579,0.30955%,17,0.30471%
L3MY6301N,S向单暗线,20260516,5195,0.29658%,15,0.28874%
L3MY6301P,S向单暗线,20260514,5630,0.24103%,14,0.24867%
L3MY6301Q,S向单暗线,20260422,5676,0.33736%,19,0.33474%
L3MY6301R,S向单暗线,20260512,5640,0.32145%,18,0.31915%
L3MY6301S,S向单暗线,20260426,5666,0.27331%,15,0.26474%
L3MY6301T,S向单暗线,20260513,5602,0.31797%,18,0.32131%
L3MY6301U,S向单暗线,20260424,5664,0.29519%,17,0.30014%
L3MY6301V,S向单暗线,20260425,5664,0.27532%,16,0.28249%
L3MY6301W,S向单暗线,20260513,5555,0.29836%,17,0.30603%
L3MY6301X,S向单暗线,20260422,5658,0.32367%,18,0.31813%
L3MY6301Y,S向单暗线,20260513,5634,0.29001%,16,0.28399%
L3MY6301Z,S向单暗线,20260512,5615,0.30532%,17,0.30276%
L3MY63020,S向单暗线,20260513,5430,0.32442%,18,0.33149%
L3MY63021,S向单暗线,20260512,5614,0.31357%,18,0.32063%
L3MY63022,S向单暗线,20260513,5625,0.32603%,18,0.32000%
L3MY63023,S向单暗线,20260514,5566,0.28190%,16,0.28746%
L3MY63024,S向单暗线,20260513,5646,0.30940%,17,0.30110%
L3MY63025,S向单暗线,20260512,5635,0.32795%,18,0.31943%
L3MY63026,S向单暗线,20260513,5633,0.26491%,15,0.26629%
L3MY63027,S向单暗线,20260513,5621,0.31248%,18,0.32023%
L3MY63028,S向单暗线,20260516,5347,0.28456%,15,0.28053%
L3MY63029,S向单暗线,20260425,5664,0.30665%,17,0.30014%
L3MY6302A,S向单暗线,20260515,5323,0.23179%,12,0.22544%
L3MY6302B,S向单暗线,20260516,5591,0.27903%,16,0.28617%
L3MY6302C,S向单暗线,20260516,5463,0.32498%,18,0.32949%
L3MY64001,S向单暗线,20260519,4867,0.28963%,14,0.28765%
L3MY64002,S向单暗线,20260516,5454,0.31460%,17,0.31170%
L3MY64003,S向单暗线,20260516,5561,0.34479%,19,0.34167%
L3MY64004,S向单暗线,20260515,5594,0.26635%,15,0.26814%
L3MY64006,S向单暗线,20260517,5167,0.24746%,13,0.25160%
L3MY64008,S向单暗线,20260521,4694,0.35816%,17,0.36216%
L3MY6400A,S向单暗线,20260515,5538,0.24996%,14,0.25280%
L3MY6400B,S向单暗线,20260519,5039,0.28132%,14,0.27783%
L3MY6400C,S向单暗线,20260520,4583,0.24708%,11,0.24002%
L3MY6400D,S向单暗线,20260521,4540,0.32061%,15,0.33040%
L3MY6400E,S向单暗线,20260521,4641,0.29894%,14,0.30166%
L3MY6400F,S向单暗线,20260517,5292,0.24358%,13,0.24565%
L3MY6400G,S向单暗线,20260521,3066,0.27857%,9,0.29354%
L3MY6400J,S向单暗线,20260519,5315,0.25875%,14,0.26341%
L3MY6400K,S向单暗线,20260520,4828,0.30103%,15,0.31069%
L3MY6400L,S向单暗线,20260520,4904,0.27429%,13,0.26509%
L3MY6400M,S向单暗线,20260516,5499,0.24182%,13,0.23641%
L3MY6400N,S向单暗线,20260521,4945,0.32165%,16,0.32356%
L3MY6400R,S向单暗线,20260520,5031,0.32028%,16,0.31803%
L3MY6400V,S向单暗线,20260520,4941,0.24425%,12,0.24287%
L3MY6400W,S向单暗线,20260521,4800,0.26285%,13,0.27083%
L3MY6400X,S向单暗线,20260520,4927,0.29202%,14,0.28415%
L3MY6400Z,S向单暗线,20260519,4827,0.24853%,12,0.24860%
L3MY64011,S向单暗线,20260520,4223,0.34146%,14,0.33152%
L3MY64012,S向单暗线,20260520,5038,0.29460%,15,0.29774%
L3MY64013,S向单暗线,20260520,4839,0.31099%,15,0.30998%
L3MY64014,S向单暗线,20260520,4575,0.26003%,12,0.26230%
L3MY64015,S向单暗线,20260521,5109,0.24369%,12,0.23488%
L3MY64018,S向单暗线,20260521,4558,0.32148%,15,0.32909%
L3MY6401D,S向单暗线,20260520,5279,0.27198%,14,0.26520%
L3MY6401G,S向单暗线,20260521,4582,0.28024%,13,0.28372%
L3MY6100J,S向微亮线,20260324,5626,0.00000%,0,0.00000%
L3MY6300X,S向微亮线,20260423,5602,0.00000%,0,0.00000%
L3MY5C01V,S向群亮线,20260211,5644,0.00000%,0,0.00000%
L3MY6301W,S向群亮线,20260513,5555,0.00000%,0,0.00000%
L3MY63028,S向群亮线,20260516,5347,0.00000%,0,0.00000%
L3MY6400L,S向群亮线,20260520,4904,0.00000%,0,0.00000%
L3MY6400W,S向群亮线,20260521,4800,0.00000%,0,0.00000%
L3MY5C015,S向群暗线,20260211,5359,0.00000%,0,0.00000%
L3MY61004,S向群暗线,20260324,5658,0.00000%,0,0.00000%
L3MY6100A,S向群暗线,20260322,5634,0.00000%,0,0.00000%
L3MY6301M,S向群暗线,20260513,5579,0.00000%,0,0.00000%
L3MY6400X,S向群暗线,20260520,4927,0.00000%,0,0.00000%
L3MY6300R,G向分屏Mura,20260414,5662,0.00000%,0,0.00000%
L3MY5C01C,G向带状Mura,20260209,5615,0.00000%,0,0.00000%
L3MY5C01H,G向带状Mura,20260305,5650,0.00000%,0,0.00000%
L3MY5C01L,G向带状Mura,20260212,5641,0.00000%,0,0.00000%
L3MY5C020,G向带状Mura,20260305,5632,0.00000%,0,0.00000%
L3MY5C022,G向带状Mura,20260304,5666,0.00000%,0,0.00000%
L3MY5C028,G向带状Mura,20260305,5647,0.00000%,0,0.00000%
L3MY5C02H,G向带状Mura,20260304,5624,0.00000%,0,0.00000%
L3MY5C02Q,G向带状Mura,20260305,5658,0.00000%,0,0.00000%
L3MY61008,G向带状Mura,20260325,5650,0.00000%,0,0.00000%
L3MY6100A,G向带状Mura,20260322,5634,0.00000%,0,0.00000%
L3MY6200M,G向带状Mura,20260414,5660,0.00000%,0,0.00000%
L3MY63004,G向带状Mura,20260418,5663,0.00000%,0,0.00000%
L3MY64006,G向带状Mura,20260517,5167,0.00000%,0,0.00000%
L3MY5C01F,G向线状Mura,20260210,5636,0.00000%,0,0.00000%
L3MY5C01H,G向线状Mura,20260305,5650,0.00000%,0,0.00000%
L3MY5C024,G向线状Mura,20260305,5612,0.00000%,0,0.00000%
L3MY5C02R,G向线状Mura,20260303,5663,0.00000%,0,0.00000%
L3MY6100C,G向线状Mura,20260325,5666,0.00000%,0,0.00000%
L3MY63027,RGB斑,20260513,5621,0.00000%,0,0.00000%
L3MY63028,RGB斑,20260516,5347,0.00000%,0,0.00000%
L3MY5C01E,RGB黑斑,20260210,5621,0.00000%,0,0.00000%
L3MY5C01S,RGB黑斑,20260210,5436,0.00000%,0,0.00000%
L3MY5C01T,RGB黑斑,20260210,5639,0.00000%,0,0.00000%
L3MY5C021,RGB黑斑,20260227,5624,0.00500%,0,0.00000%
L3MY5C024,RGB黑斑,20260305,5612,0.00445%,0,0.00000%
L3MY5C027,RGB黑斑,20260305,5669,0.00493%,0,0.00000%
L3MY5C028,RGB黑斑,20260305,5647,0.00429%,0,0.00000%
L3MY5C02C,RGB黑斑,20260228,5645,0.00421%,0,0.00000%
L3MY5C02H,RGB黑斑,20260304,5624,0.00523%,0,0.00000%
L3MY5C02Q,RGB黑斑,20260305,5658,0.00445%,0,0.00000%
L3MY5C02R,RGB黑斑,20260303,5663,0.00000%,0,0.00000%
L3MY61001,RGB黑斑,20260324,5643,0.00410%,0,0.00000%
L3MY61002,RGB黑斑,20260324,5652,0.00440%,0,0.00000%
L3MY61004,RGB黑斑,20260324,5658,0.00501%,0,0.00000%
L3MY6100B,RGB黑斑,20260323,5524,0.00464%,0,0.00000%
L3MY6100H,RGB黑斑,20260323,5657,0.00445%,0,0.00000%
L3MY62004,RGB黑斑,20260325,5266,0.00567%,0,0.00000%
L3MY62005,RGB黑斑,20260325,5642,0.00620%,0,0.00000%
L3MY62008,RGB黑斑,20260326,5656,0.00962%,1,0.01768%
L3MY6200F,RGB黑斑,20260329,5604,0.00000%,0,0.00000%
L3MY6200Q,RGB黑斑,20260414,5665,0.00332%,0,0.00000%
L3MY63009,RGB黑斑,20260424,5659,0.00602%,0,0.00000%
L3MY6300T,RGB黑斑,20260420,5586,0.00278%,0,0.00000%
L3MY6300X,RGB黑斑,20260423,5602,0.00384%,0,0.00000%
L3MY6301X,RGB黑斑,20260422,5658,0.00318%,0,0.00000%
L3MY63020,RGB黑斑,20260513,5430,0.00295%,0,0.00000%
L3MY64003,RGB黑斑,20260516,5561,0.00309%,0,0.00000%
L3MY64004,RGB黑斑,20260515,5594,0.00376%,0,0.00000%
L3MY6400A,RGB黑斑,20260515,5538,0.00303%,0,0.00000%
L3MY6400Z,RGB黑斑,20260519,4827,0.00592%,0,0.00000%
L3MY5C00W,S向带状Mura,20260210,1392,0.02202%,0,0.00000%
L3MY5C00Y,S向带状Mura,20260201,2847,0.00868%,0,0.00000%
L3MY5C010,S向带状Mura,20260211,5200,0.02440%,1,0.01923%
L3MY5C011,S向带状Mura,20260211,5555,0.02030%,1,0.01800%
L3MY5C014,S向带状Mura,20260204,5642,0.01690%,1,0.01772%
L3MY5C017,S向带状Mura,20260205,5659,0.02176%,1,0.01767%
L3MY5C018,S向带状Mura,20260205,5603,0.02234%,1,0.01785%
L3MY5C019,S向带状Mura,20260204,5656,0.01940%,1,0.01768%
L3MY5C01A,S向带状Mura,20260211,5034,0.02087%,1,0.01986%
L3MY5C01C,S向带状Mura,20260209,5615,0.01506%,1,0.01781%
L3MY5C01E,S向带状Mura,20260210,5621,0.02854%,2,0.03558%
L3MY5C01F,S向带状Mura,20260210,5636,0.02196%,1,0.01774%
L3MY5C01G,S向带状Mura,20260210,5617,0.02647%,1,0.01780%
L3MY5C01H,S向带状Mura,20260305,5650,0.05986%,3,0.05310%
L3MY5C01J,S向带状Mura,20260207,5658,0.01826%,1,0.01767%
L3MY5C01K,S向带状Mura,20260209,5601,0.01481%,1,0.01785%
L3MY5C01N,S向带状Mura,20260210,5660,0.02534%,1,0.01767%
L3MY5C01R,S向带状Mura,20260202,5660,0.02523%,1,0.01767%
L3MY5C01S,S向带状Mura,20260210,5436,0.02948%,2,0.03679%
L3MY5C01U,S向带状Mura,20260210,5630,0.02032%,1,0.01776%
L3MY5C01V,S向带状Mura,20260211,5644,0.02069%,1,0.01772%
L3MY5C01W,S向带状Mura,20260210,5649,0.02108%,1,0.01770%
L3MY5C01X,S向带状Mura,20260209,5469,0.01977%,1,0.01828%
L3MY5C01Y,S向带状Mura,20260212,5661,0.02180%,1,0.01766%
L3MY5C01Z,S向带状Mura,20260305,5629,0.04583%,3,0.05330%
L3MY5C020,S向带状Mura,20260305,5632,0.06297%,4,0.07102%
L3MY5C022,S向带状Mura,20260304,5666,0.09145%,5,0.08825%
L3MY5C024,S向带状Mura,20260305,5612,0.06016%,3,0.05346%
L3MY5C025,S向带状Mura,20260228,5649,0.02537%,1,0.01770%
L3MY5C027,S向带状Mura,20260305,5669,0.04279%,2,0.03528%
L3MY5C028,S向带状Mura,20260305,5647,0.04947%,3,0.05313%
L3MY5C02A,S向带状Mura,20260305,5668,0.05784%,3,0.05293%
L3MY5C02B,S向带状Mura,20260228,5643,0.02676%,2,0.03544%
L3MY5C02C,S向带状Mura,20260228,5645,0.02372%,1,0.01771%
L3MY5C02D,S向带状Mura,20260305,5652,0.05662%,3,0.05308%
L3MY5C02E,S向带状Mura,20260306,5630,0.06140%,3,0.05329%
L3MY5C02G,S向带状Mura,20260304,5644,0.09175%,5,0.08859%
L3MY5C02H,S向带状Mura,20260304,5624,0.09266%,5,0.08890%
L3MY5C02K,S向带状Mura,20260305,5645,0.05229%,3,0.05314%
L3MY5C02L,S向带状Mura,20260304,5643,0.07432%,4,0.07088%
L3MY5C02M,S向带状Mura,20260305,5636,0.05477%,3,0.05323%
L3MY5C02Q,S向带状Mura,20260305,5658,0.04964%,3,0.05302%
L3MY5C02R,S向带状Mura,20260303,5663,0.03606%,2,0.03532%
L3MY61006,S向带状Mura,20260324,5659,0.05281%,3,0.05301%
L3MY61008,S向带状Mura,20260325,5650,0.07079%,4,0.07080%
L3MY6100C,S向带状Mura,20260325,5666,0.07205%,4,0.07060%
L3MY6100D,S向带状Mura,20260324,5460,0.07039%,4,0.07326%
L3MY6100E,S向带状Mura,20260415,5678,0.02254%,1,0.01761%
L3MY6100J,S向带状Mura,20260324,5626,0.07032%,4,0.07110%
L3MY62005,S向带状Mura,20260325,5642,0.06054%,3,0.05317%
L3MY62008,S向带状Mura,20260326,5656,0.05625%,3,0.05304%
L3MY62009,S向带状Mura,20260415,5648,0.01847%,1,0.01771%
L3MY6200A,S向带状Mura,20260414,5650,0.01893%,1,0.01770%
L3MY6200C,S向带状Mura,20260327,5653,0.04096%,2,0.03538%
L3MY6200D,S向带状Mura,20260325,5546,0.05727%,3,0.05409%
L3MY6200G,S向带状Mura,20260415,5660,0.01983%,1,0.01767%
L3MY6200H,S向带状Mura,20260414,5649,0.01900%,1,0.01770%
L3MY6200J,S向带状Mura,20260325,5654,0.04881%,3,0.05306%
L3MY6200K,S向带状Mura,20260414,5664,0.02315%,1,0.01766%
L3MY6200L,S向带状Mura,20260330,5648,0.06446%,4,0.07082%
L3MY6200M,S向带状Mura,20260414,5660,0.01805%,1,0.01767%
L3MY6200N,S向带状Mura,20260414,5656,0.02395%,1,0.01768%
L3MY6200P,S向带状Mura,20260329,5653,0.06917%,4,0.07076%
L3MY63001,S向带状Mura,20260422,5667,0.02280%,1,0.01765%
L3MY63003,S向带状Mura,20260420,5467,0.02170%,1,0.01829%
L3MY63004,S向带状Mura,20260418,5663,0.02179%,1,0.01766%
L3MY6300B,S向带状Mura,20260419,5628,0.02540%,1,0.01777%
L3MY6300E,S向带状Mura,20260426,5630,0.02104%,1,0.01776%
L3MY6300F,S向带状Mura,20260421,5657,0.02626%,1,0.01768%
L3MY6300J,S向带状Mura,20260421,5637,0.02359%,1,0.01774%
L3MY6300K,S向带状Mura,20260421,5673,0.02236%,1,0.01763%
L3MY6300M,S向带状Mura,20260422,5659,0.02382%,1,0.01767%
L3MY6300P,S向带状Mura,20260515,5327,0.01775%,1,0.01877%
L3MY6300Q,S向带状Mura,20260418,5651,0.02512%,1,0.01770%
L3MY6300T,S向带状Mura,20260420,5586,0.02579%,1,0.01790%
L3MY6300V,S向带状Mura,20260421,5657,0.02376%,1,0.01768%
L3MY6300Z,S向带状Mura,20260513,5501,0.01798%,1,0.01818%
L3MY63011,S向带状Mura,20260515,4660,0.01795%,1,0.02146%
L3MY6301B,S向带状Mura,20260425,5666,0.01934%,1,0.01765%
L3MY6301H,S向带状Mura,20260422,5668,0.02736%,2,0.03529%
L3MY6301Q,S向带状Mura,20260422,5676,0.03003%,2,0.03524%
L3MY6301W,S向带状Mura,20260513,5555,0.01507%,1,0.01800%
L3MY63020,S向带状Mura,20260513,5430,0.01859%,1,0.01842%
L3MY63021,S向带状Mura,20260512,5614,0.02096%,1,0.01781%
L3MY63026,S向带状Mura,20260513,5633,0.01827%,1,0.01775%
L3MY63029,S向带状Mura,20260425,5664,0.01911%,1,0.01766%
L3MY6302A,S向带状Mura,20260515,5323,0.01830%,1,0.01879%
L3MY64003,S向带状Mura,20260516,5561,0.02126%,1,0.01798%
L3MY64006,S向带状Mura,20260517,5167,0.02146%,1,0.01935%
L3MY6400B,S向带状Mura,20260519,5039,0.01372%,1,0.01985%
L3MY6400E,S向带状Mura,20260521,4641,0.01956%,1,0.02155%
L3MY6400K,S向带状Mura,20260520,4828,0.01795%,1,0.02071%
L3MY6400L,S向带状Mura,20260520,4904,0.02124%,1,0.02039%
L3MY6400R,S向带状Mura,20260520,5031,0.02098%,1,0.01988%
L3MY6400V,S向带状Mura,20260520,4941,0.01846%,1,0.02024%
L3MY6400W,S向带状Mura,20260521,4800,0.01465%,1,0.02083%
L3MY64011,S向带状Mura,20260520,4223,0.02103%,1,0.02368%
L3MY64012,S向带状Mura,20260520,5038,0.01974%,1,0.01985%
L3MY64014,S向带状Mura,20260520,4575,0.02059%,1,0.02186%
L3MY64015,S向带状Mura,20260521,5109,0.01423%,1,0.01957%
L3MY64018,S向带状Mura,20260521,4558,0.01914%,1,0.02194%
L3MY6200P,S向彩色带状Mura,20260329,5653,0.00000%,0,0.00000%
L3MY62004,S向线状Mura,20260325,5266,0.00000%,0,0.00000%
L3MY6400A,切屏黑斑,20260515,5538,0.00000%,0,0.00000%
L3MY5C01V,右斜黑色带状Mura,20260211,5644,0.00000%,0,0.00000%
L3MY5C022,右斜黑色带状Mura,20260304,5666,0.00000%,0,0.00000%
L3MY5C02P,右斜黑色带状Mura,20260403,5623,0.00000%,0,0.00000%
L3MY5C02S,右斜黑色带状Mura,20260304,5664,0.00000%,0,0.00000%
L3MY62001,右斜黑色带状Mura,20260325,5648,0.00000%,0,0.00000%
L3MY6200G,右斜黑色带状Mura,20260415,5660,0.00000%,0,0.00000%
L3MY6302A,右斜黑色带状Mura,20260515,5323,0.00000%,0,0.00000%
L3MY64004,右斜黑色带状Mura,20260515,5594,0.00000%,0,0.00000%
L3MY5C014,大圆环Mura,20260204,5642,0.00000%,0,0.00000%
L3MY5C017,大圆环Mura,20260205,5659,0.00000%,0,0.00000%
L3MY5C020,大圆环Mura,20260305,5632,0.00000%,0,0.00000%
L3MY5C023,大圆环Mura,20260228,5672,0.00000%,0,0.00000%
L3MY5C027,大圆环Mura,20260305,5669,0.00000%,0,0.00000%
L3MY5C02L,大圆环Mura,20260304,5643,0.00000%,0,0.00000%
L3MY5C02P,大圆环Mura,20260403,5623,0.00000%,0,0.00000%
L3MY61007,大圆环Mura,20260324,5260,0.00000%,0,0.00000%
L3MY6100E,大圆环Mura,20260415,5678,0.00000%,0,0.00000%
L3MY6100F,大圆环Mura,20260324,5647,0.00000%,0,0.00000%
L3MY62001,大圆环Mura,20260325,5648,0.00000%,0,0.00000%
L3MY62004,大圆环Mura,20260325,5266,0.00000%,0,0.00000%
L3MY62005,大圆环Mura,20260325,5642,0.00000%,0,0.00000%
L3MY6200C,大圆环Mura,20260327,5653,0.00000%,0,0.00000%
L3MY6200H,大圆环Mura,20260414,5649,0.00472%,0,0.00000%
L3MY6200L,大圆环Mura,20260330,5648,0.00000%,0,0.00000%
L3MY63005,大圆环Mura,20260414,5665,0.00440%,0,0.00000%
L3MY6300L,大圆环Mura,20260419,5659,0.00000%,0,0.00000%
L3MY6300S,大圆环Mura,20260426,5667,0.00000%,0,0.00000%
L3MY6300Z,大圆环Mura,20260513,5501,0.00374%,0,0.00000%
L3MY63015,大圆环Mura,20260419,5668,0.00000%,0,0.00000%
L3MY6400A,大圆环Mura,20260515,5538,0.00400%,0,0.00000%
L3MY63010,孔区环状Mura,20260419,5656,0.00000%,0,0.00000%
L3MY5C005,孔区跑道Mura,20260211,5222,0.00000%,0,0.00000%
L3MY5C00W,孔区跑道Mura,20260210,1392,0.00000%,0,0.00000%
L3MY5C010,孔区跑道Mura,20260211,5200,0.00000%,0,0.00000%
L3MY5C011,孔区跑道Mura,20260211,5555,0.00000%,0,0.00000%
L3MY5C012,孔区跑道Mura,20260211,5650,0.00000%,0,0.00000%
L3MY5C015,孔区跑道Mura,20260211,5359,0.00000%,0,0.00000%
L3MY5C017,孔区跑道Mura,20260205,5659,0.00000%,0,0.00000%
L3MY5C018,孔区跑道Mura,20260205,5603,0.00000%,0,0.00000%
L3MY5C019,孔区跑道Mura,20260204,5656,0.00000%,0,0.00000%
L3MY5C01A,孔区跑道Mura,20260211,5034,0.00000%,0,0.00000%
L3MY5C01B,孔区跑道Mura,20260207,5640,0.00000%,0,0.00000%
L3MY5C01C,孔区跑道Mura,20260209,5615,0.00000%,0,0.00000%
L3MY5C01D,孔区跑道Mura,20260212,5644,0.00000%,0,0.00000%
L3MY5C01E,孔区跑道Mura,20260210,5621,0.00000%,0,0.00000%
L3MY5C01F,孔区跑道Mura,20260210,5636,0.00000%,0,0.00000%
L3MY5C01G,孔区跑道Mura,20260210,5617,0.00000%,0,0.00000%
L3MY5C01H,孔区跑道Mura,20260305,5650,0.07485%,4,0.07080%
L3MY5C01J,孔区跑道Mura,20260207,5658,0.00000%,0,0.00000%
L3MY5C01K,孔区跑道Mura,20260209,5601,0.00000%,0,0.00000%
L3MY5C01L,孔区跑道Mura,20260212,5641,0.00000%,0,0.00000%
L3MY5C01M,孔区跑道Mura,20260211,1876,0.00000%,0,0.00000%
L3MY5C01N,孔区跑道Mura,20260210,5660,0.00000%,0,0.00000%
L3MY5C01P,孔区跑道Mura,20260214,5643,0.00000%,0,0.00000%
L3MY5C01Q,孔区跑道Mura,20260210,5607,0.00000%,0,0.00000%
L3MY5C01S,孔区跑道Mura,20260210,5436,0.00000%,0,0.00000%
L3MY5C01T,孔区跑道Mura,20260210,5639,0.00000%,0,0.00000%
L3MY5C01U,孔区跑道Mura,20260210,5630,0.00000%,0,0.00000%
L3MY5C01V,孔区跑道Mura,20260211,5644,0.00000%,0,0.00000%
L3MY5C01W,孔区跑道Mura,20260210,5649,0.00000%,0,0.00000%
L3MY5C01X,孔区跑道Mura,20260209,5469,0.00000%,0,0.00000%
L3MY5C01Y,孔区跑道Mura,20260212,5661,0.00000%,0,0.00000%
L3MY5C01Z,孔区跑道Mura,20260305,5629,0.07405%,4,0.07106%
L3MY5C020,孔区跑道Mura,20260305,5632,0.07764%,4,0.07102%
L3MY5C021,孔区跑道Mura,20260227,5624,0.07115%,4,0.07112%
L3MY5C022,孔区跑道Mura,20260304,5666,0.07089%,4,0.07060%
L3MY5C023,孔区跑道Mura,20260228,5672,0.06941%,4,0.07052%
L3MY5C024,孔区跑道Mura,20260305,5612,0.08786%,5,0.08909%
L3MY5C025,孔区跑道Mura,20260228,5649,0.06714%,4,0.07081%
L3MY5C026,孔区跑道Mura,20260227,5660,0.09066%,5,0.08834%
L3MY5C027,孔区跑道Mura,20260305,5669,0.08901%,5,0.08820%
L3MY5C028,孔区跑道Mura,20260305,5647,0.07354%,4,0.07083%
L3MY5C029,孔区跑道Mura,20260306,5626,0.08750%,5,0.08887%
L3MY5C02A,孔区跑道Mura,20260305,5668,0.07000%,4,0.07057%
L3MY5C02B,孔区跑道Mura,20260228,5643,0.07503%,4,0.07088%
L3MY5C02C,孔区跑道Mura,20260228,5645,0.06128%,3,0.05314%
L3MY5C02D,孔区跑道Mura,20260305,5652,0.07588%,4,0.07077%
L3MY5C02E,孔区跑道Mura,20260306,5630,0.06782%,4,0.07105%
L3MY5C02F,孔区跑道Mura,20260305,5650,0.06629%,4,0.07080%
L3MY5C02G,孔区跑道Mura,20260304,5644,0.07254%,4,0.07087%
L3MY5C02H,孔区跑道Mura,20260304,5624,0.08676%,5,0.08890%
L3MY5C02J,孔区跑道Mura,20260305,5664,0.08490%,5,0.08828%
L3MY5C02K,孔区跑道Mura,20260305,5645,0.06651%,4,0.07086%
L3MY5C02L,孔区跑道Mura,20260304,5643,0.07232%,4,0.07088%
L3MY5C02M,孔区跑道Mura,20260305,5636,0.08029%,5,0.08872%
L3MY5C02N,孔区跑道Mura,20260228,5646,0.07493%,4,0.07085%
L3MY5C02Q,孔区跑道Mura,20260305,5658,0.06528%,4,0.07070%
L3MY5C02R,孔区跑道Mura,20260303,5663,0.07858%,4,0.07063%
L3MY5C02S,孔区跑道Mura,20260304,5664,0.07100%,4,0.07062%
L3MY61001,孔区跑道Mura,20260324,5643,0.12590%,7,0.12405%
L3MY61002,孔区跑道Mura,20260324,5652,0.13225%,7,0.12385%
L3MY61003,孔区跑道Mura,20260324,5551,0.15822%,9,0.16213%
L3MY61004,孔区跑道Mura,20260324,5658,0.13124%,7,0.12372%
L3MY61005,孔区跑道Mura,20260324,5656,0.12049%,7,0.12376%
L3MY61007,孔区跑道Mura,20260324,5260,0.13527%,7,0.13308%
L3MY6100A,孔区跑道Mura,20260322,5634,0.11393%,6,0.10650%
L3MY6100D,孔区跑道Mura,20260324,5460,0.13843%,8,0.14652%
L3MY6100E,孔区跑道Mura,20260415,5678,0.08676%,5,0.08806%
L3MY6100G,孔区跑道Mura,20260325,5654,0.10092%,6,0.10612%
L3MY6100H,孔区跑道Mura,20260323,5657,0.13509%,8,0.14142%
L3MY6100J,孔区跑道Mura,20260324,5626,0.14141%,8,0.14220%
L3MY62001,孔区跑道Mura,20260325,5648,0.10793%,6,0.10623%
L3MY62002,孔区跑道Mura,20260417,5633,0.07675%,4,0.07101%
L3MY6200A,孔区跑道Mura,20260414,5650,0.10143%,6,0.10619%
L3MY6200B,孔区跑道Mura,20260415,5648,0.08929%,5,0.08853%
L3MY6200G,孔区跑道Mura,20260415,5660,0.06643%,4,0.07067%
L3MY6200H,孔区跑道Mura,20260414,5649,0.08151%,5,0.08851%
L3MY6200K,孔区跑道Mura,20260414,5664,0.08035%,5,0.08828%
L3MY6200N,孔区跑道Mura,20260414,5656,0.08380%,5,0.08840%
L3MY6200R,孔区跑道Mura,20260415,5667,0.09842%,6,0.10588%
L3MY63003,孔区跑道Mura,20260420,5467,0.06716%,4,0.07317%
L3MY63004,孔区跑道Mura,20260418,5663,0.10240%,6,0.10595%
L3MY63005,孔区跑道Mura,20260414,5665,0.10396%,6,0.10591%
L3MY63006,孔区跑道Mura,20260426,5471,0.07526%,4,0.07311%
L3MY63007,孔区跑道Mura,20260519,5015,0.11091%,6,0.11964%
L3MY63009,孔区跑道Mura,20260424,5659,0.05858%,3,0.05301%
L3MY6300A,孔区跑道Mura,20260420,5617,0.07583%,4,0.07121%
L3MY6300B,孔区跑道Mura,20260419,5628,0.08252%,5,0.08884%
L3MY6300C,孔区跑道Mura,20260419,5640,0.07154%,4,0.07092%
L3MY6300F,孔区跑道Mura,20260421,5657,0.06106%,3,0.05303%
L3MY6300G,孔区跑道Mura,20260425,5633,0.07222%,4,0.07101%
L3MY6300J,孔区跑道Mura,20260421,5637,0.08660%,5,0.08870%
L3MY6300K,孔区跑道Mura,20260421,5673,0.06641%,4,0.07051%
L3MY6300L,孔区跑道Mura,20260419,5659,0.07912%,4,0.07068%
L3MY6300M,孔区跑道Mura,20260422,5659,0.10104%,6,0.10603%
L3MY6300R,孔区跑道Mura,20260414,5662,0.09103%,5,0.08831%
L3MY6300S,孔区跑道Mura,20260426,5667,0.10336%,6,0.10588%
L3MY6300T,孔区跑道Mura,20260420,5586,0.07898%,4,0.07161%
L3MY6300U,孔区跑道Mura,20260421,5660,0.05919%,3,0.05300%
L3MY6300V,孔区跑道Mura,20260421,5657,0.06616%,4,0.07071%
L3MY6300W,孔区跑道Mura,20260421,5667,0.07153%,4,0.07058%
L3MY6300X,孔区跑道Mura,20260423,5602,0.08959%,5,0.08925%
L3MY6300Z,孔区跑道Mura,20260513,5501,0.13818%,8,0.14543%
L3MY63010,孔区跑道Mura,20260419,5656,0.09760%,6,0.10608%
L3MY63014,孔区跑道Mura,20260425,5470,0.06676%,4,0.07313%
L3MY63015,孔区跑道Mura,20260419,5668,0.07315%,4,0.07057%
L3MY6301A,孔区跑道Mura,20260421,5648,0.08348%,5,0.08853%
L3MY6301D,孔区跑道Mura,20260421,5673,0.08399%,5,0.08814%
L3MY6301F,孔区跑道Mura,20260425,5657,0.07758%,4,0.07071%
L3MY6301G,孔区跑道Mura,20260426,5665,0.09575%,5,0.08826%
L3MY6301H,孔区跑道Mura,20260422,5668,0.07347%,4,0.07057%
